حجم,ارزش(ریال),بالاترین(ریال),پایین ترین(ریال),آخرین(ریال),اولین(ریال),موقعیتهای باز,درصد تغییر,تعداد مشتریان فعال,تعداد کارگزاران فعال,تعداد خریداران,تعداد فروشندگان,قیمت تسویه (ریال),درصد تغییر قیمت تسویه,تاریخ,تاریخ اعمال,#!ارزش معاملات مشتریان حقیقی(خرید)(ریال),#!ارزش معاملات مشتریان حقیقی(فروش)(ریال),ContractType,StrikePrice,Profitability,ContractDurationDays
0,0,0,0,0,0,15,0,10,6,0,0,30000000,0.0,1401/09/03,1401/12/13,0,0,C,150000000,1,100
0,0,0,0,0,0,4,0,4,3,0,0,86421,2.37,1401/09/03,1401/12/13,0,0,P,130000000,0,100
0,0,0,0,0,0,0,0,0,0,0,0,367952,1.45,1401/09/03,1401/12/13,0,0,P,140000000,0,100
0,0,0,0,0,0,0,0,0,0,0,0,1158380,0.8,1401/09/03,1401/12/13,0,0,P,150000000,0,100
0,0,0,0,0,0,21,0,3,3,0,0,19328720,3.36,1401/09/03,1401/12/13,0,0,C,160000000,1,100
0,0,0,0,0,0,17,0,4,3,0,0,5000000,0.0,1401/09/03,1401/12/13,0,0,P,160000000,0,100
0,0,0,0,0,0,179,0,13,6,0,0,32845840,9.41,1401/09/05,1401/10/18,0,0,C,140000000,1,43
2,49000000,24500000,24500000,24500000,24500000,319,-2,14,6,1,2,24500000,10.56,1401/09/05,1401/10/18,49000000,49000000,C,150000000,1,43
26,411000000,16000000,15500000,16000000,15500000,361,-9,46,10,3,4,15807692,5.38,1401/09/05,1401/10/18,411000000,171000000,C,160000000,1,43
15,9000000,600000,600000,600000,600000,110,12,16,7,1,2,600000,40.0,1401/09/05,1401/10/18,0,9000000,P,140000000,0,43
21,25600000,1600000,1200000,1200000,1600000,270,9,33,13,2,4,1219048,2.48,1401/09/05,1401/10/18,25600000,25600000,P,150000000,0,43
15,37500000,2500000,2500000,2500000,2500000,144,0,17,5,1,1,2500000,28.57,1401/09/05,1401/10/18,0,37500000,P,160000000,0,43
0,0,0,0,0,0,68,0,13,8,0,0,42493456,7.22,1401/09/05,1401/10/18,0,0,C,130000000,1,43
0,0,0,0,0,0,40,0,10,6,0,0,2742,59.49,1401/09/05,1401/10/18,0,0,P,130000000,0,43
0,0,0,0,0,0,1,0,2,2,0,0,47565792,6.88,1401/09/05,1401/12/13,0,0,C,130000000,1,98
0,0,0,0,0,0,2,0,3,3,0,0,38461752,8.45,1401/09/05,1401/12/13,0,0,C,140000000,1,98
0,0,0,0,0,0,15,0,10,6,0,0,29755900,0.81,1401/09/05,1401/12/13,0,0,C,150000000,1,98
0,0,0,0,0,0,4,0,4,3,0,0,54446,37.0,1401/09/05,1401/12/13,0,0,P,130000000,0,98
0,0,0,0,0,0,0,0,0,0,0,0,251129,31.75,1401/09/05,1401/12/13,0,0,P,140000000,0,98
0,0,0,0,0,0,0,0,0,0,0,0,845996,26.97,1401/09/05,1401/12/13,0,0,P,150000000,0,98
0,0,0,0,0,0,21,0,3,3,0,0,19328720,0.0,1401/09/05,1401/12/13,0,0,C,160000000,1,98
0,0,0,0,0,0,17,0,4,3,0,0,2219420,55.61,1401/09/05,1401/12/13,0,0,P,160000000,0,98
0,0,0,0,0,0,179,0,13,6,0,0,34437188,4.84,1401/09/06,1401/10/18,0,0,C,140000000,1,42
0,0,0,0,0,0,319,0,14,6,0,0,24500000,0.0,1401/09/06,1401/10/18,0,0,C,150000000,1,42
40,722500000,19500000,17500000,18000000,18000000,351,-10,46,11,4,5,18062500,14.26,1401/09/06,1401/10/18,722500000,722500000,C,160000000,1,42
4,1400100,350100,350000,350000,350100,109,-1,13,5,2,2,350025,41.66,1401/09/06,1401/10/18,350100,1400100,P,140000000,0,42
4,4000000,1000000,1000000,1000000,1000000,274,4,33,13,1,1,1000000,17.97,1401/09/06,1401/10/18,4000000,4000000,P,150000000,0,42
11,16500000,1500000,1500000,1500000,1500000,144,0,16,4,1,1,1500000,40.0,1401/09/06,1401/10/18,0,16500000,P,160000000,0,42
1,47000000,47000000,47000000,47000000,47000000,67,-1,11,6,1,1,47000000,10.61,1401/09/06,1401/10/18,47000000,47000000,C,130000000,1,42
11,2200000,200000,200000,200000,200000,42,2,10,5,1,2,200000,7193.95,1401/09/06,1401/10/18,0,2200000,P,130000000,0,42
0,0,0,0,0,0,1,0,2,2,0,0,49178540,3.39,1401/09/06,1401/12/13,0,0,C,130000000,1,97
0,0,0,0,0,0,2,0,3,3,0,0,40035464,4.09,1401/09/06,1401/12/13,0,0,C,140000000,1,97
0,0,0,0,0,0,15,0,10,6,0,0,31242164,4.99,1401/09/06,1401/12/13,0,0,C,150000000,1,97
0,0,0,0,0,0,4,0,4,3,0,0,42904,21.2,1401/09/06,1401/12/13,0,0,P,130000000,0,97
0,0,0,0,0,0,0,0,0,0,0,0,206196,17.89,1401/09/06,1401/12/13,0,0,P,140000000,0,97
0,0,0,0,0,0,0,0,0,0,0,0,719263,14.98,1401/09/06,1401/12/13,0,0,P,150000000,0,97
1,20000100,20000100,20000100,20000100,20000100,22,1,5,3,1,1,20000100,3.47,1401/09/06,1401/12/13,20000100,20000100,C,160000000,1,97
0,0,0,0,0,0,17,0,4,3,0,0,1943223,12.44,1401/09/06,1401/12/13,0,0,P,160000000,0,97
0,0,0,0,0,0,179,0,13,6,0,0,33883768,1.61,1401/09/07,1401/10/18,0,0,C,140000000,1,41
4,108000000,27000000,27000000,27000000,27000000,316,-3,14,6,2,1,27000000,10.2,1401/09/07,1401/10/18,108000000,108000000,C,150000000,1,41
31,587699500,19000000,17700000,17700000,18999900,347,-4,45,11,2,2,18958048,4.96,1401/09/07,1401/10/18,587699500,587699500,C,160000000,1,41
0,0,0,0,0,0,109,0,13,5,0,0,350025,0.0,1401/09/07,1401/10/18,0,0,P,140000000,0,41
4,3200000,800000,800000,800000,800000,278,4,36,14,2,2,800000,20.0,1401/09/07,1401/10/18,3200000,3200000,P,150000000,0,41
6,11900000,2000000,1900000,2000000,2000000,145,1,19,5,3,2,1983333,32.22,1401/09/07,1401/10/18,11900000,1900000,P,160000000,0,41
0,0,0,0,0,0,67,0,11,6,0,0,47000000,0.0,1401/09/07,1401/10/18,0,0,C,130000000,1,41
0,0,0,0,0,0,42,0,10,5,0,0,200000,0.0,1401/09/07,1401/10/18,0,0,P,130000000,0,41
0,0,0,0,0,0,1,0,2,2,0,0,48648380,1.08,1401/09/07,1401/12/13,0,0,C,130000000,1,96
0,0,0,0,0,0,2,0,3,3,0,0,39503948,1.33,1401/09/07,1401/12/13,0,0,C,140000000,1,96
0,0,0,0,0,0,15,0,10,6,0,0,30718832,1.68,1401/09/07,1401/12/13,0,0,C,150000000,1,96
0,0,0,0,0,0,4,0,4,3,0,0,43583,1.58,1401/09/07,1401/12/13,0,0,P,130000000,0,96
0,0,0,0,0,0,0,0,0,0,0,0,210703,2.19,1401/09/07,1401/12/13,0,0,P,140000000,0,96
0,0,0,0,0,0,0,0,0,0,0,0,737140,2.49,1401/09/07,1401/12/13,0,0,P,150000000,0,96
0,0,0,0,0,0,22,0,5,3,0,0,20000100,0.0,1401/09/07,1401/12/13,0,0,C,160000000,1,96
0,0,0,0,0,0,17,0,4,3,0,0,1993017,2.56,1401/09/07,1401/12/13,0,0,P,160000000,0,96
0,0,0,0,0,0,179,0,13,6,0,0,32979600,2.67,1401/09/08,1401/10/18,0,0,C,140000000,1,40
0,0,0,0,0,0,316,0,14,6,0,0,27000000,0.0,1401/09/08,1401/10/18,0,0,C,150000000,1,40
0,0,0,0,0,0,347,0,45,11,0,0,18958048,0.0,1401/09/08,1401/10/18,0,0,C,160000000,1,40
1,400000,400000,400000,400000,400000,109,0,14,5,1,1,400000,14.28,1401/09/08,1401/10/18,400000,0,P,140000000,0,40
2,2300000,1150000,1150000,1150000,1150000,280,2,36,14,1,2,1150000,43.75,1401/09/08,1401/10/18,2300000,2300000,P,150000000,0,40
15,45000000,3000000,3000000,3000000,3000000,160,15,20,6,1,1,3000000,51.26,1401/09/08,1401/10/18,0,45000000,P,160000000,0,40
0,0,0,0,0,0,67,0,11,6,0,0,47000000,0.0,1401/09/08,1401/10/18,0,0,C,130000000,1,40
1,200000,200000,200000,200000,200000,42,0,11,5,1,1,200000,0.0,1401/09/08,1401/10/18,200000,0,P,130000000,0,40
0,0,0,0,0,0,1,0,2,2,0,0,47756040,1.83,1401/09/08,1401/12/13,0,0,C,130000000,1,95
0,0,0,0,0,0,2,0,3,3,0,0,38615492,2.25,1401/09/08,1401/12/13,0,0,C,140000000,1,95
0,0,0,0,0,0,15,0,10,6,0,0,29854924,2.81,1401/09/08,1401/12/13,0,0,C,150000000,1,95
0,0,0,0,0,0,4,0,4,3,0,0,46478,6.64,1401/09/08,1401/12/13,0,0,P,130000000,0,95
0,0,0,0,0,0,0,0,0,0,0,0,224405,6.5,1401/09/08,1401/12/13,0,0,P,140000000,0,95
0,0,0,0,0,0,0,0,0,0,0,0,782311,6.13,1401/09/08,1401/12/13,0,0,P,150000000,0,95
0,0,0,0,0,0,22,0,5,3,0,0,20000100,0.0,1401/09/08,1401/12/13,0,0,C,160000000,1,95
15,30000000,2000000,2000000,2000000,2000000,5,-12,4,3,3,1,2000000,0.35,1401/09/08,1401/12/13,30000000,0,P,160000000,0,95
0,0,0,0,0,0,179,0,13,6,0,0,33684736,2.14,1401/09/09,1401/10/18,0,0,C,140000000,1,39
1,26500000,26500000,26500000,26500000,26500000,316,0,14,6,1,1,26500000,1.85,1401/09/09,1401/10/18,26500000,26500000,C,150000000,1,39
1,18200000,18200000,18200000,18200000,18200000,347,0,44,11,1,1,18200000,4.0,1401/09/09,1401/10/18,18200000,18200000,C,160000000,1,39
0,0,0,0,0,0,109,0,14,5,0,0,400000,0.0,1401/09/09,1401/10/18,0,0,P,140000000,0,39
0,0,0,0,0,0,280,0,36,14,0,0,1150000,0.0,1401/09/09,1401/10/18,0,0,P,150000000,0,39
0,0,0,0,0,0,160,0,20,6,0,0,3000000,0.0,1401/09/09,1401/10/18,0,0,P,160000000,0,39
0,0,0,0,0,0,67,0,11,6,0,0,43380604,7.7,1401/09/09,1401/10/18,0,0,C,130000000,1,39
0,0,0,0,0,0,42,0,11,5,0,0,200000,0.0,1401/09/09,1401/10/18,0,0,P,130000000,0,39
0,0,0,0,0,0,1,0,2,2,0,0,48410136,1.37,1401/09/09,1401/12/13,0,0,C,130000000,1,94
0,0,0,0,0,0,2,0,3,3,0,0,39238748,1.61,1401/09/09,1401/12/13,0,0,C,140000000,1,94
0,0,0,0,0,0,15,0,10,6,0,0,30426860,1.92,1401/09/09,1401/12/13,0,0,C,150000000,1,94
0,0,0,0,0,0,4,0,4,3,0,0,41317,11.1,1401/09/09,1401/12/13,0,0,P,130000000,0,94
0,0,0,0,0,0,0,0,0,0,0,0,204458,8.89,1401/09/09,1401/12/13,0,0,P,140000000,0,94
0,0,0,0,0,0,0,0,0,0,0,0,727101,7.06,1401/09/09,1401/12/13,0,0,P,150000000,0,94
2,47000000,23500000,23500000,23500000,23500000,22,0,5,3,1,1,23500000,17.5,1401/09/09,1401/12/13,47000000,47000000,C,160000000,1,94
5,14999400,3000000,2999800,2999800,3000000,10,5,7,5,2,2,2999880,49.99,1401/09/09,1401/12/13,14999400,8999400,P,160000000,0,94
0,0,0,0,0,0,179,0,13,6,0,0,33588628,0.29,1401/09/10,1401/10/18,0,0,C,140000000,1,38
0,0,0,0,0,0,316,0,14,6,0,0,26500000,0.0,1401/09/10,1401/10/18,0,0,C,150000000,1,38
17,313999300,18500000,18000000,18500000,18000000,347,0,42,11,2,4,18470548,1.49,1401/09/10,1401/10/18,313999300,313999300,C,160000000,1,38
0,0,0,0,0,0,109,0,14,5,0,0,400000,0.0,1401/09/10,1401/10/18,0,0,P,140000000,0,38
33,19801500,600300,600000,600000,600300,302,22,36,14,5,1,600045,47.82,1401/09/10,1401/10/18,10801500,19801500,P,150000000,0,38
0,0,0,0,0,0,160,0,20,6,0,0,3000000,0.0,1401/09/10,1401/10/18,0,0,P,160000000,0,38
0,0,0,0,0,0,67,0,11,6,0,0,43293112,0.2,1401/09/10,1401/10/18,0,0,C,130000000,1,38
3,600000,200000,200000,200000,200000,39,-3,11,5,1,1,200000,0.0,1401/09/10,1401/10/18,600000,0,P,130000000,0,38
0,0,0,0,0,0,1,0,2,2,0,0,48332296,0.16,1401/09/10,1401/12/13,0,0,C,130000000,1,93
0,0,0,0,0,0,2,0,3,3,0,0,39152272,0.22,1401/09/10,1401/12/13,0,0,C,140000000,1,93
0,0,0,0,0,0,15,0,10,6,0,0,30330182,0.32,1401/09/10,1401/12/13,0,0,C,150000000,1,93
0,0,0,0,0,0,4,0,4,3,0,0,40033,3.11,1401/09/10,1401/12/13,0,0,P,130000000,0,93
0,0,0,0,0,0,0,0,0,0,0,0,200427,1.97,1401/09/10,1401/12/13,0,0,P,140000000,0,93
0,0,0,0,0,0,0,0,0,0,0,0,718758,1.15,1401/09/10,1401/12/13,0,0,P,150000000,0,93
25,595000000,24000000,23500000,24000000,23500000,37,15,6,3,2,2,23800000,1.28,1401/09/10,1401/12/13,595000000,235000000,C,160000000,1,93
0,0,0,0,0,0,10,0,7,5,0,0,2999880,0.0,1401/09/10,1401/12/13,0,0,P,160000000,0,93
0,0,0,0,0,0,179,0,13,6,0,0,34146500,1.66,1401/09/12,1401/10/18,0,0,C,140000000,1,36
0,0,0,0,0,0,316,0,14,6,0,0,26500000,0.0,1401/09/12,1401/10/18,0,0,C,150000000,1,36
16,304000000,19000000,19000000,19000000,19000000,363,16,42,11,1,1,19000000,2.87,1401/09/12,1401/10/18,304000000,304000000,C,160000000,1,36
0,0,0,0,0,0,109,0,14,5,0,0,14969,96.26,1401/09/12,1401/10/18,0,0,P,140000000,0,36
0,0,0,0,0,0,302,0,36,14,0,0,600045,0.0,1401/09/12,1401/10/18,0,0,P,150000000,0,36
29,39100000,1500000,1300000,1300000,1500000,187,27,22,8,8,1,1348276,55.06,1401/09/12,1401/10/18,19600000,0,P,160000000,0,36
0,0,0,0,0,0,67,0,11,6,0,0,43872876,1.34,1401/09/12,1401/10/18,0,0,C,130000000,1,36
0,0,0,0,0,0,39,0,11,5,0,0,200000,0.0,1401/09/12,1401/10/18,0,0,P,130000000,0,36
0,0,0,0,0,0,1,0,2,2,0,0,48887200,1.15,1401/09/12,1401/12/13,0,0,C,130000000,1,91
0,0,0,0,0,0,2,0,3,3,0,0,39673200,1.33,1401/09/12,1401/12/13,0,0,C,140000000,1,91
0,0,0,0,0,0,15,0,10,6,0,0,30794864,1.53,1401/09/12,1401/12/13,0,0,C,150000000,1,91
0,0,0,0,0,0,4,0,4,3,0,0,34168,14.65,1401/09/12,1401/12/13,0,0,P,130000000,0,91
0,0,0,0,0,0,0,0,0,0,0,0,177805,11.29,1401/09/12,1401/12/13,0,0,P,140000000,0,91
0,0,0,0,0,0,0,0,0,0,0,0,657102,8.58,1401/09/12,1401/12/13,0,0,P,150000000,0,91
0,0,0,0,0,0,37,0,6,3,0,0,23800000,0.0,1401/09/12,1401/12/13,0,0,C,160000000,1,91
1,2000000,2000000,2000000,2000000,2000000,11,1,9,5,1,1,2000000,33.33,1401/09/12,1401/12/13,2000000,2000000,P,160000000,0,91
15,600000000,40000000,40000000,40000000,40000000,179,0,13,6,1,1,40000000,17.14,1401/09/13,1401/10/18,600000000,0,C,140000000,1,35
0,0,0,0,0,0,316,0,14,6,0,0,28309208,6.83,1401/09/13,1401/10/18,0,0,C,150000000,1,35
49,994590400,22000000,19000000,22000000,19000000,372,9,37,11,5,16,20297764,6.83,1401/09/13,1401/10/18,994590400,663590400,C,160000000,1,35
0,0,0,0,0,0,109,0,14,5,0,0,5705,61.89,1401/09/13,1401/10/18,0,0,P,140000000,0,35
12,6000200,500200,500000,500000,500200,302,0,35,13,2,1,500017,16.67,1401/09/13,1401/10/18,500200,6000200,P,150000000,0,35
43,56870000,2200000,1300000,1300000,2200000,208,21,22,7,7,2,1322558,1.91,1401/09/13,1401/10/18,37370000,2200000,P,160000000,0,35
0,0,0,0,0,0,67,0,11,6,0,0,47732296,8.8,1401/09/13,1401/10/18,0,0,C,130000000,1,35
0,0,0,0,0,0,39,0,11,5,0,0,200000,0.0,1401/09/13,1401/10/18,0,0,P,130000000,0,35
0,0,0,0,0,0,1,0,2,2,0,0,52669284,7.74,1401/09/13,1401/12/13,0,0,C,130000000,1,90
0,0,0,0,0,0,2,0,3,3,0,0,43391528,9.37,1401/09/13,1401/12/13,0,0,C,140000000,1,90
0,0,0,0,0,0,15,0,10,6,0,0,34360992,11.58,1401/09/13,1401/12/13,0,0,C,150000000,1,90
0,0,0,0,0,0,4,0,4,3,0,0,20728,39.34,1401/09/13,1401/12/13,0,0,P,130000000,0,90
0,0,0,0,0,0,0,0,0,0,0,0,116215,34.64,1401/09/13,1401/12/13,0,0,P,140000000,0,90
0,0,0,0,0,0,0,0,0,0,0,0,458919,30.16,1401/09/13,1401/12/13,0,0,P,150000000,0,90
2,46000000,23000000,23000000,23000000,23000000,39,2,7,3,1,1,23000000,3.36,1401/09/13,1401/12/13,46000000,46000000,C,160000000,1,90
0,0,0,0,0,0,11,0,9,5,0,0,2000000,0.0,1401/09/13,1401/12/13,0,0,P,160000000,0,90
0,0,0,0,0,0,179,0,13,6,0,0,40000000,0.0,1401/09/14,1401/10/18,0,0,C,140000000,1,34
1,32000000,32000000,32000000,32000000,32000000,315,-1,13,6,1,1,32000000,13.04,1401/09/14,1401/10/18,32000000,32000000,C,150000000,1,34
1,22000000,22000000,22000000,22000000,22000000,371,-1,36,10,1,1,22000000,8.39,1401/09/14,1401/10/18,22000000,22000000,C,160000000,1,34
0,0,0,0,0,0,109,0,14,5,0,0,2686,52.92,1401/09/14,1401/10/18,0,0,P,140000000,0,34
6,3000100,500100,500000,500000,500100,302,0,34,13,2,1,500017,0.0,1401/09/14,1401/10/18,500100,3000100,P,150000000,0,34
66,75940000,1500000,1000000,1500000,1500000,259,51,26,7,6,3,1150606,13.0,1401/09/14,1401/10/18,53440000,75940000,P,160000000,0,34
17,850000000,50000000,50000000,50000000,50000000,50,-17,9,6,2,1,50000000,4.75,1401/09/14,1401/10/18,850000000,850000000,C,130000000,1,34
1,150000,150000,150000,150000,150000,39,0,10,5,1,1,150000,25.0,1401/09/14,1401/10/18,0,150000,P,130000000,0,34
0,0,0,0,0,0,1,0,2,2,0,0,55171740,4.75,1401/09/14,1401/12/13,0,0,C,130000000,1,89
0,0,0,0,0,0,2,0,3,3,0,0,45860416,5.69,1401/09/14,1401/12/13,0,0,C,140000000,1,89
0,0,0,0,0,0,15,0,10,6,0,0,36746304,6.94,1401/09/14,1401/12/13,0,0,C,150000000,1,89
0,0,0,0,0,0,4,0,4,3,0,0,14232,31.34,1401/09/14,1401/12/13,0,0,P,130000000,0,89
0,0,0,0,0,0,0,0,0,0,0,0,84725,27.1,1401/09/14,1401/12/13,0,0,P,140000000,0,89
0,0,0,0,0,0,0,0,0,0,0,0,352428,23.2,1401/09/14,1401/12/13,0,0,P,150000000,0,89
1,26500000,26500000,26500000,26500000,26500000,39,0,7,3,1,1,26500000,15.22,1401/09/14,1401/12/13,26500000,26500000,C,160000000,1,89
0,0,0,0,0,0,11,0,9,5,0,0,2000000,0.0,1401/09/14,1401/12/13,0,0,P,160000000,0,89
0,0,0,0,0,0,179,0,13,6,0,0,40000000,0.0,1401/09/15,1401/10/18,0,0,C,140000000,1,33
1,29000000,29000000,29000000,29000000,29000000,315,0,13,6,1,1,29000000,9.38,1401/09/15,1401/10/18,29000000,29000000,C,150000000,1,33
20,400000000,20000000,20000000,20000000,20000000,375,4,35,10,3,1,20000000,9.09,1401/09/15,1401/10/18,100000000,400000000,C,160000000,1,33
0,0,0,0,0,0,109,0,14,5,0,0,5358,99.48,1401/09/15,1401/10/18,0,0,P,140000000,0,33
0,0,0,0,0,0,302,0,34,13,0,0,500017,0.0,1401/09/15,1401/10/18,0,0,P,150000000,0,33
40,47500000,1500000,1000000,1000000,1500000,284,25,27,7,4,2,1187500,3.21,1401/09/15,1401/10/18,25000000,22500000,P,160000000,0,33
0,0,0,0,0,0,50,0,9,6,0,0,50000000,0.0,1401/09/15,1401/10/18,0,0,C,130000000,1,33
7,700000,100000,100000,100000,100000,34,-5,9,5,1,1,100000,33.33,1401/09/15,1401/10/18,700000,0,P,130000000,0,33
0,0,0,0,0,0,1,0,2,2,0,0,51922032,5.89,1401/09/15,1401/12/13,0,0,C,130000000,1,88
0,0,0,0,0,0,2,0,3,3,0,0,42634508,7.03,1401/09/15,1401/12/13,0,0,C,140000000,1,88
0,0,0,0,0,0,15,0,10,6,0,0,33609128,8.54,1401/09/15,1401/12/13,0,0,C,150000000,1,88
0,0,0,0,0,0,4,0,4,3,0,0,22286,56.59,1401/09/15,1401/12/13,0,0,P,130000000,0,88
0,0,0,0,0,0,0,0,0,0,0,0,124439,46.87,1401/09/15,1401/12/13,0,0,P,140000000,0,88
0,0,0,0,0,0,0,0,0,0,0,0,488733,38.68,1401/09/15,1401/12/13,0,0,P,150000000,0,88
0,0,0,0,0,0,39,0,7,3,0,0,26500000,0.0,1401/09/15,1401/12/13,0,0,C,160000000,1,88
0,0,0,0,0,0,11,0,9,5,0,0,1449040,27.55,1401/09/15,1401/12/13,0,0,P,160000000,0,88
2,22000000,11000000,11000000,11000000,11000000,2,0,3,2,1,2,11000000,0.0,1401/09/15,1401/10/18,22000000,22000000,C,170000000,1,33
551,1133997300,2600000,2000000,2600000,2500000,520,0,14,6,12,4,2058071,0.0,1401/09/15,1401/10/18,1103997300,131997000,P,170000000,0,33
0,0,0,0,0,0,0,0,0,0,0,0,17773076,0.0,1401/09/15,1401/12/13,0,0,C,170000000,1,88
1,5000000,5000000,5000000,5000000,5000000,1,0,2,2,1,1,5000000,0.0,1401/09/15,1401/12/13,5000000,5000000,P,170000000,0,88
0,0,0,0,0,0,179,0,13,6,0,0,36370140,9.07,1401/09/16,1401/10/18,0,0,C,140000000,1,32
0,0,0,0,0,0,315,0,13,6,0,0,29000000,0.0,1401/09/16,1401/10/18,0,0,C,150000000,1,32
0,0,0,0,0,0,375,0,35,10,0,0,20000000,0.0,1401/09/16,1401/10/18,0,0,C,160000000,1,32
7,700500,100100,100000,100000,100100,111,2,13,4,2,1,100071,1767.69,1401/09/16,1401/10/18,500500,700500,P,140000000,0,32
15,7500000,500000,500000,500000,500000,317,15,34,13,1,1,500000,0.0,1401/09/16,1401/10/18,0,7500000,P,150000000,0,32
15,15000000,1000000,1000000,1000000,1000000,299,15,27,7,1,1,1000000,15.79,1401/09/16,1401/10/18,0,0,P,160000000,0,32
0,0,0,0,0,0,50,0,9,6,0,0,50000000,0.0,1401/09/16,1401/10/18,0,0,C,130000000,1,32
0,0,0,0,0,0,34,0,9,5,0,0,100000,0.0,1401/09/16,1401/10/18,0,0,P,130000000,0,32
0,0,0,0,0,0,1,0,2,2,0,0,51031628,1.71,1401/09/16,1401/12/13,0,0,C,130000000,1,87
0,0,0,0,0,0,2,0,3,3,0,0,41740636,2.1,1401/09/16,1401/12/13,0,0,C,140000000,1,87
0,0,0,0,0,0,15,0,10,6,0,0,32729156,2.62,1401/09/16,1401/12/13,0,0,C,150000000,1,87
0,0,0,0,0,0,4,0,4,3,0,0,24072,8.01,1401/09/16,1401/12/13,0,0,P,130000000,0,87
0,0,0,0,0,0,0,0,0,0,0,0,133959,7.65,1401/09/16,1401/12/13,0,0,P,140000000,0,87
0,0,0,0,0,0,0,0,0,0,0,0,523358,7.08,1401/09/16,1401/12/13,0,0,P,150000000,0,87
0,0,0,0,0,0,39,0,7,3,0,0,26500000,0.0,1401/09/16,1401/12/13,0,0,C,160000000,1,87
0,0,0,0,0,0,11,0,9,5,0,0,1541772,6.4,1401/09/16,1401/12/13,0,0,P,160000000,0,87
4,40000100,10000100,10000000,10000000,10000000,5,3,5,5,4,1,10000025,9.09,1401/09/16,1401/10/18,40000100,40000100,C,170000000,1,32
163,342903600,2400000,2000000,2199100,2400000,657,137,16,6,6,2,2103703,2.22,1401/09/16,1401/10/18,342903600,13198600,P,170000000,0,32
0,0,0,0,0,0,0,0,0,0,0,0,17030336,4.18,1401/09/16,1401/12/13,0,0,C,170000000,1,87
0,0,0,0,0,0,1,0,2,2,0,0,5000000,0.0,1401/09/16,1401/12/13,0,0,P,170000000,0,87
0,0,0,0,0,0,179,0,13,6,0,0,36276512,0.26,1401/09/17,1401/10/18,0,0,C,140000000,1,31
1,30000000,30000000,30000000,30000000,30000000,315,0,13,6,1,1,30000000,3.45,1401/09/17,1401/10/18,30000000,30000000,C,150000000,1,31
31,619999800,20000000,19999900,20000000,19999900,398,23,43,9,9,3,19999994,0.0,1401/09/17,1401/10/18,619999800,619999800,C,160000000,1,31
0,0,0,0,0,0,111,0,13,4,0,0,100071,0.0,1401/09/17,1401/10/18,0,0,P,140000000,0,31
0,0,0,0,0,0,317,0,34,13,0,0,500000,0.0,1401/09/17,1401/10/18,0,0,P,150000000,0,31
5,4000000,800000,800000,800000,800000,299,0,26,7,1,1,800000,20.0,1401/09/17,1401/10/18,0,4000000,P,160000000,0,31
0,0,0,0,0,0,50,0,9,6,0,0,46053984,7.89,1401/09/17,1401/10/18,0,0,C,130000000,1,31
0,0,0,0,0,0,34,0,9,5,0,0,100000,0.0,1401/09/17,1401/10/18,0,0,P,130000000,0,31
0,0,0,0,0,0,1,0,2,2,0,0,50954296,0.15,1401/09/17,1401/12/13,0,0,C,130000000,1,86
0,0,0,0,0,0,2,0,3,3,0,0,41651736,0.21,1401/09/17,1401/12/13,0,0,C,140000000,1,86
0,0,0,0,0,0,15,0,10,6,0,0,32622180,0.33,1401/09/17,1401/12/13,0,0,C,150000000,1,86
0,0,0,0,0,0,4,0,4,3,0,0,22032,8.47,1401/09/17,1401/12/13,0,0,P,130000000,0,86
0,0,0,0,0,0,0,0,0,0,0,0,126143,5.83,1401/09/17,1401/12/13,0,0,P,140000000,0,86
0,0,0,0,0,0,0,0,0,0,0,0,503258,3.84,1401/09/17,1401/12/13,0,0,P,150000000,0,86
0,0,0,0,0,0,39,0,7,3,0,0,24217282,8.61,1401/09/17,1401/12/13,0,0,C,160000000,1,86
0,0,0,0,0,0,11,0,9,5,0,0,1505030,2.38,1401/09/17,1401/12/13,0,0,P,160000000,0,86
8,96000000,12000000,12000000,12000000,12000000,13,8,7,6,2,1,12000000,20.0,1401/09/17,1401/10/18,96000000,96000000,C,170000000,1,31
0,0,0,0,0,0,657,0,16,6,0,0,2103703,0.0,1401/09/17,1401/10/18,0,0,P,170000000,0,31
0,0,0,0,0,0,0,0,0,0,0,0,16882634,0.87,1401/09/17,1401/12/13,0,0,C,170000000,1,86
0,0,0,0,0,0,1,0,2,2,0,0,5000000,0.0,1401/09/17,1401/12/13,0,0,P,170000000,0,86
0,0,0,0,0,0,1,0,2,2,0,0,55713784,9.34,1401/09/19,1401/12/13,0,0,C,130000000,1,84
0,0,0,0,0,0,2,0,3,3,0,0,46351392,11.28,1401/09/19,1401/12/13,0,0,C,140000000,1,84
0,0,0,0,0,0,15,0,10,6,0,0,37166480,13.93,1401/09/19,1401/12/13,0,0,C,150000000,1,84
0,0,0,0,0,0,4,0,4,3,0,0,10905,50.5,1401/09/19,1401/12/13,0,0,P,130000000,0,84
0,0,0,0,0,0,0,0,0,0,0,0,69656,44.78,1401/09/19,1401/12/13,0,0,P,140000000,0,84
0,0,0,0,0,0,0,0,0,0,0,0,305888,39.22,1401/09/19,1401/12/13,0,0,P,150000000,0,84
0,0,0,0,0,0,39,0,7,3,0,0,28433992,17.41,1401/09/19,1401/12/13,0,0,C,160000000,1,84
0,0,0,0,0,0,11,0,9,5,0,0,994546,33.92,1401/09/19,1401/12/13,0,0,P,160000000,0,84
